run_id,criterion_id,condition,stratum,selection_probability,seed,sampling_script,audit_id
run-063,T03-R03,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0045
run-115,T05-R03,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0046
run-059,T03-R08,task_first,task_first|not_accessed,0.19753086419753085,60148,scripts/sample_audits.py,AA-0047
run-066,T03-R02,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0048
run-070,T03-R07,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0049
run-189,T07-R02,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0050
run-173,T07-R05,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0051
run-003,T01-R02,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0052
run-056,T03-R03,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0053
run-143,T06-R08,world_first,world_first|not_accessed,0.20175438596491227,60148,scripts/sample_audits.py,AA-0054
run-011,T01-R04,task_first,task_first|accessed,0.20078226857887874,60148,scripts/sample_audits.py,AA-0055
run-062,T03-R01,world_first,world_first|accessed,0.2003257328990228,60148,scripts/sample_audits.py,AA-0056
